prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Mutiara Residency,,1550,Brickfields,Condominium,1,,1,450,Fully Furnished,"Swimming Pool, Security, Gymnasium, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Suria Pantai,2020,1550,Pantai,Apartment,3,,2,810,Partially Furnished,"Minimart, Security, Playground, Multipurpose hall, Parking, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
Residensi Wangsamas,,1550,Wangsa Maju,Apartment,3,1,2,800,Not Furnished,"Multipurpose hall, Lift, Security, Parking, Playground, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Enesta,2021,1550,Kepong,Service Residence,3,1,2,980,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Residensi Suria Pantai,2020,1550,Pantai,Apartment,3,1,2,810,Partially Furnished,"Parking, Playground, Minimart, Multipurpose hall, Security, Swimming Pool",,Kuala Lumpur
Panorama Residences (Sentul),2014,1550,Sentul,Condominium,3,1,2,1200,Fully Furnished,,,Kuala Lumpur
Sentul point,,1550,Sentul,Condominium,9,1,2,900,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Gymnasium, Barbeque area, Minimart, Club house, Multipurpose hall, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Enesta,2021,1550,Kepong,Service Residence,3,1,2,980,Not Furnished,"Parking, Security, Lift, Gymnasium, Swimming Pool, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Bintang Mas,2017,1550,Cheras,Condominium,4,1,2,1037,Partially Furnished,"Playground, Swimming Pool, Parking, Security, Lift, Multipurpose hall, Jogging Track, Club house","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Residensi Suria Pantai,2020,1550,Pantai,Apartment,3,1,2,810,Partially Furnished,"Security, Multipurpose hall, Swimming Pool, Minimart, Parking, Playground, Lift, Barbeque area",Air-Cond,Kuala Lumpur
Endah Regal,1995,1550,Sri Petaling,Condominium,3,1,2,1100,Fully Furnished,"Gymnasium, Parking, Sauna, Club house, Security, Swimming Pool, Barbeque area, Tennis Court, Playground, Minimart, Lift","Air-Cond, Washing Machine",Kuala Lumpur
Panorama Residences (Sentul),2014,1550,Sentul,Condominium,3,1,2,1100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Platinum Teratai Residence,2019,1550,Setapak,Apartment,3,1,2,950,Partially Furnished,"Playground, Multipurpose hall, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Pandan Court,2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,"Swimming Pool, Parking, Minimart, Playground, Security, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Pandan Court,2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,"Parking, Playground, Security, Minimart, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Endah Ria,2000,1550,Sri Petaling,Condominium,3,1,2,1417,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Parking, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Pandan Court,2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,"Swimming Pool, Playground, Parking, Security, Minimart, Lift","Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
The Holmes,,1550,Cheras,Condominium,3,,2,1018,Partially Furnished,"Security, Parking, Swimming Pool, Lift, Jogging Track, Minimart","Washing Machine, Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Sri Putramas,2004,1550,Jalan Kuching,Condominium,3,,2,1050,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Suasana Lumayan,2015,1550,Cheras,Condominium,4,1,2,1142,Partially Furnished,"Gymnasium, Security, Minimart, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Residensi Suria Pantai,2020,1550,Pantai,Apartment,3,1,2,800,Partially Furnished,"Security, Swimming Pool, Multipurpose hall, Parking, Playground, Minimart",,Kuala Lumpur
Axis Residence,2010,1550,Ampang,Service Residence,3,1,2,1065,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Sentul Point Suite Apartment,2020,1550,Sentul,Service Residence,3,1,2,900,Partially Furnished,"Swimming Pool, Parking, Gymnasium, Minimart, Security, Playground, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur
The Mark,2015,1550,Cheras,Condominium,1,,1,618,Fully Furnished,"Barbeque area, Security, Gymnasium, Sauna, Parking, Playground, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,,1550,Sentul,Service Residence,3,1,2,1002,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Holmes,,1550,Cheras,Condominium,3,2,2,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Sauna, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
Residensi Suria Pantai,2020,1550,Pantai,Apartment,3,1,2,810,Partially Furnished,"Minimart, Swimming Pool, Playground, Multipurpose hall, Parking, Security, Lift",Cooking Allowed,Kuala Lumpur
Sentul Point Suite Apartment,2020,1550,Sentul,Condominium,3,1,2,900,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Lift, Squash Court, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Warisan City View,2005,1550,Cheras,Condominium,3,1,2,950,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Panorama Residences (Sentul),2014,1550,Sentul,Condominium,3,,2,1100,Fully Furnished,"Security, Jogging Track, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Tennis Court, Playground",,Kuala Lumpur
The Loft @ ZetaPark,,1550,Setapak,Condominium,1,1,1,600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Washing Machine, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Residensi Wangsamas,,1550,Wangsa Maju,Apartment,3,,2,800,Not Furnished,"Parking, Security, Lift, Playground, Sauna, Minimart, Jogging Track",,Kuala Lumpur
Residensi Pandanmas 2,,1550,Desa Pandan,Apartment,3,2,2,900,Fully Furnished,"Swimming Pool, Parking, Jogging Track, Security, Playground, Minimart, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Residensi Wangsamas,,1550,Wangsa Maju,Apartment,3,1,2,800,Partially Furnished,"Parking, Lift, Playground, Security, Minimart, Jogging Track",,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",2021,1550,Setapak,Condominium,3,1,2,800,Partially Furnished,"Security, Minimart, Tennis Court, Jogging Track, Barbeque area, Parking, Playground, Sauna, Squash Court, Lift, Swimming Pool, Gymnasium",,Kuala Lumpur
OUG Parklane,,1550,OUG,Service Residence,3,2,2,950,Fully Furnished,"Parking, Swimming Pool, Security, Sauna, Minimart, Playground, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Vista Komanwel,,1550,Bukit Jalil,Condominium,3,2,2,1224,Fully Furnished,"Minimart, Security, Playground, Swimming Pool, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,958,Partially Furnished,"Playground, Swimming Pool, Squash Court, Parking, Security, Gymnasium, Minimart, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Tiara Mutiara,2014,1550,Old Klang Road,Condominium,2,1,2,722,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,1003,Partially Furnished,"Minimart, Squash Court, Parking, Gymnasium, Security, Playground, Swimming Pool, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hamstead,,1550,Cheras,Condominium,3,2,2,947,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Platinum OUG Residence,2021,1550,Kuchai Lama,Condominium,3,1,2,1250,Fully Furnished,"Playground, Gymnasium, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,2017,1550,Setapak,Condominium,3,2,2,1200,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
Sky Awani Residensi,,1550,Sentul,Condominium,3,1,2,800,Partially Furnished,"Club house, Parking, Minimart, Swimming Pool, Security, Playground, Sauna, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,2017,1550,Setapak,Condominium,3,2,2,1200,Partially Furnished,"Security, Swimming Pool, Barbeque area, Parking, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,921,Partially Furnished,"Squash Court, Lift, Parking, Minimart, Gymnasium, Security, Playground, Swimming Pool, Club house, Jogging Track, Barbeque area, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed",Kuala Lumpur
Axis Residence,2010,1550,Ampang,Service Residence,3,1,2,1065,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Spring Avenue @ Kuchai Lama,2016,1550,Pantai,Service Residence,3,2,2,986,Partially Furnished,"Swimming Pool, Playground, Parking, Security, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Endah Ria,2000,1550,Sri Petaling,Condominium,3,1,2,1417,Fully Furnished,"Lift, Playground, Security, Parking, Swimming Pool, Gymnasium","Washing Machine, Cooking Allowed, Air-Cond",Kuala Lumpur
The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,950,Partially Furnished,"Minimart, Lift, Squash Court, Playground, Swimming Pool, Security, Gymnasium, Parking, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Vina Versatile Homes @ Cheras,2016,1550,Cheras,Condominium,3,2,2,1260,Partially Furnished,"Playground, Swimming Pool, Security, Parking",,Selangor
Alami Residensi,,1550,Shah Alam,Service Residence,3,,2,1080,Partially Furnished,"Swimming Pool, Security, Multipurpose hall, Lift, Playground, Tennis Court",Cooking Allowed,Selangor
,,1550,Seri Kembangan,Service Residence,2,,2,900,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Club house, Sauna, Security, Jogging Track, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Ukay Perdana,,1550,Ampang,Apartment,3,1,2,728,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Alami Residensi,,1550,Shah Alam,Service Residence,3,2,2,1089,Partially Furnished,"Security, Multipurpose hall, Swimming Pool",,Selangor
CyberSquare SOHO,2017,1550,Cyberjaya,Condominium,2,2,2,775,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium",Air-Cond,Selangor
O2 Residence @ Puchong South,2015,1550,Seri Kembangan,Condominium,2,,2,1680,Not Furnished,,,Selangor
,,1550,Cyberjaya,Condominium,2,1,2,980,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed",Selangor
Pelangi Damansara,2003,1550,Kota Damansara,Condominium,3,,2,1245,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Legendview Rawang Condominium,2019,1550,Rawang,Condominium,3,,2,830,Partially Furnished,"Parking, Security, Playground, Minimart, Gymnasium, Swimming Pool, Lift, Multipurpose hall, Squash Court, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed",Selangor
Taman Bunga Negara,,1550,Shah Alam,Apartment,3,,2,720,Not Furnished,"Parking, Security, Playground",,Selangor
Parkland Residence,2014,1550,Cheras,Service Residence,2,1,2,704,Partially Furnished,"Parking, Gymnasium, Security, Sauna, Jogging Track, Barbeque area, Multipurpose hall, Playground, Swimming Pool",Near KTM/LRT,Selangor
Vina Versatile Homes @ Cheras,2016,1550,Cheras,Condominium,3,,2,1250,Partially Furnished,"Parking, Playground, Security, Swimming Pool",,Selangor
,,1550,Seri Kembangan,Condominium,3,3,3,2000,Partially Furnished,"Parking, Gymnasium, Security, Lift, Sauna, Swimming Pool, Playground, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Vina Versatile Homes @ Cheras,2016,1550,Cheras,Condominium,3,2,2,1250,Partially Furnished,"Parking, Playground, Swimming Pool, Security, Lift, Gymnasium, Barbeque area, Minimart, Jogging Track, Tennis Court","Air-Cond, Near KTM/LRT",Selangor
Rhythm Avenue USJ19,2008,1550,Subang Jaya,Apartment,3,,2,890,Fully Furnished,"Squash Court, Minimart, Playground, Sauna, Multipurpose hall, Gymnasium, Jogging Track, Lift, Security, Swimming Pool",,Selangor
Mutiara Ville @ Cyberjaya,2013,1550,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Jogging Track, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Casa Damansara 1,2000,1550,Petaling Jaya,Condominium,3,2,2,852,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",,Selangor
Mutiara Ville @ Cyberjaya,2013,1550,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Jogging Track, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Lakefront Homes @ Cyberjaya,2021,1550,Cyberjaya,Condominium,3,,2,1010,Fully Furnished,,,Selangor
DK Impian,2021,1550,Shah Alam,Condominium,2,,2,680,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
The Zizz,2019,1550,Damansara Damai,Service Residence,5,2,2,1228,Partially Furnished,"Gymnasium, Parking, Security, Lift, Swimming Pool, Playground, Sauna","Near KTM/LRT, Cooking Allowed",Selangor
Legendview Rawang Condominium,2019,1550,Rawang,Condominium,3,,2,830,Partially Furnished,"Minimart, Security, Playground, Gymnasium, Parking, Swimming Pool","Air-Cond, Cooking Allowed",Selangor
O2 Residence @ Puchong South,2015,1550,Seri Kembangan,Condominium,4,3,3,2150,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Pandan Villa Condominium,2005,1550,Ampang,Condominium,3,,2,1200,Not Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Squash Court","Cooking Allowed, Near KTM/LRT",Selangor
Mahkota Garden Residence Condominium,,1550,Bandar Mahkota Cheras,Condominium,4,2,2,1396,Not Furnished,"Minimart, Barbeque area, Security, Parking, Playground, Tennis Court, Squash Court, Swimming Pool, Gymnasium, Jogging Track, Lift, Sauna, Multipurpose hall, Club house",,Selangor
Ritze Perdana 2,2010,1550,Damansara Perdana,Condominium,3,1,2,860,Fully Furnished,"Swimming Pool, Gymnasium, Squash Court, Parking, Security, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
City Garden Palm Villa,,1550,Ampang,Condominium,3,1,2,1200,Partially Furnished,"Playground, Security, Swimming Pool, Gymnasium, Parking",,Selangor
Cristal Serin Residence,2012,1550,Cyberjaya,Condominium,3,2,2,1305,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Barbeque area, Minimart, Gymnasium, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed",Selangor
O2 Residence @ Puchong South,2015,1550,Seri Kembangan,Condominium,4,3,3,2150,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
LBS Skylake Residence,2021,1550,Puchong,Service Residence,3,,2,1000,Fully Furnished,"Lift, Barbeque area, Security, Multipurpose hall, Sauna, Swimming Pool, Gymnasium, Jogging Track, Playground",,Selangor
Sfera Residency,2018,1550,Seri Kembangan,Service Residence,3,2,2,978,Fully Furnished,"Swimming Pool, Lift, Security, Parking, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Ara Sentral,,1550,Ara Damansara,Condominium,1,1,1,550,Partially Furnished,,,Selangor
Prima Bayu,,1550,Klang,Condominium,3,1,2,1150,Partially Furnished,"Parking, Security, Swimming Pool",,Selangor
Indah Cempaka,2010,1550,Ampang,Apartment,3,,2,1119,Partially Furnished,"Parking, Playground, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Suria Ixora,,1550,Shah Alam,Apartment,3,2,2,700,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Security, Playground, Minimart, Lift","Air-Cond, Cooking Allowed",Selangor
Greenview Residence,2006,1550,Kajang,Condominium,3,1,2,1366,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Barbeque area, Minimart, Parking, Club house, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor
